"Species_name","User_Tree_id","flon_week","flon_week_sd","n.fl","spname"
"Artocarpus heterophyllus",11516,200.769230769231,NA,1,"jackfruit"
"Artocarpus heterophyllus",11526,152.307692307692,NA,1,"jackfruit"
"Artocarpus heterophyllus",11547,124.615384615385,NA,1,"jackfruit"
"Artocarpus heterophyllus",11555,124.615384615385,NA,1,"jackfruit"
"Artocarpus heterophyllus",11572,124.615384615385,NA,1,"jackfruit"
"Artocarpus heterophyllus",11600,150,64.3262762989216,3,"jackfruit"
"Artocarpus heterophyllus",11601,159.230769230769,NA,1,"jackfruit"
"Artocarpus heterophyllus",11633,166.153846153846,NA,1,"jackfruit"
"Artocarpus heterophyllus",11740,48.4615384615385,NA,1,"jackfruit"
"Artocarpus heterophyllus",11863,159.230769230769,NA,1,"jackfruit"
"Artocarpus heterophyllus",11885,13.8461538461538,NA,1,"jackfruit"
"Artocarpus heterophyllus",11917,117.692307692308,NA,1,"jackfruit"
"Artocarpus heterophyllus",11920,96.9230769230769,NA,1,"jackfruit"
"Artocarpus heterophyllus",11921,138.461538461538,NA,1,"jackfruit"
"Artocarpus heterophyllus",11924,138.461538461538,NA,1,"jackfruit"
"Artocarpus heterophyllus",11951,200.769230769231,88.1163835017082,2,"jackfruit"
